SPX (S&P 500 INDEX),1290.59,+7.24,
Jan 24 2011 @ 14:03 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
11 Dec 1000.00 (SPXPM1130L1000-E),295.70,+1.70,296.90,300.50,1,1,11 Dec 1000.00 (SPXPM1130X1000-E),29.00,0.0,26.10,29.80,0,2,
11 Dec 1050.00 (SPXPM1130L1050-E),0.0,0.0,254.70,258.30,0,0,11 Dec 1050.00 (SPXPM1130X1050-E),36.80,0.0,33.50,37.20,0,5,
11 Dec 1100.00 (SPXPM1130L1100-E),0.0,0.0,214.20,217.90,0,0,11 Dec 1100.00 (SPXPM1130X1100-E),47.00,0.0,43.00,46.70,0,3,
11 Dec 1150.00 (SPXPM1130L1150-E),170.70,0.0,175.80,179.50,0,1000,11 Dec 1150.00 (SPXPM1130X1150-E),66.20,0.0,54.50,58.30,0,1000,
11 Dec 1200.00 (SPXPM1130L1200-E),0.0,0.0,140.40,144.10,0,0,11 Dec 1200.00 (SPXPM1130X1200-E),0.0,0.0,68.80,72.50,0,0,
11 Dec 1250.00 (SPXPM1130L1250-E),104.00,0.0,107.80,111.50,0,314,11 Dec 1250.00 (SPXPM1130X1250-E),91.00,0.0,86.10,89.90,0,21,
11 Dec 1255.00 (SPXPM1130L1255-E),0.0,0.0,0.0,0.0,0,0,11 Dec 1255.00 (SPXPM1130X1255-E),0.0,0.0,0.0,0.0,0,0,
11 Dec 1260.00 (SPXPM1130L1260-E),0.0,0.0,0.0,0.0,0,0,11 Dec 1260.00 (SPXPM1130X1260-E),0.0,0.0,0.0,0.0,0,0,
11 Dec 1265.00 (SPXPM1130L1265-E),0.0,0.0,0.0,0.0,0,0,11 Dec 1265.00 (SPXPM1130X1265-E),0.0,0.0,0.0,0.0,0,0,
11 Dec 1300.00 (SPXPM1130L1300-E),78.20,0.0,79.40,83.10,0,4,11 Dec 1300.00 (SPXPM1130X1300-E),0.0,0.0,107.30,111.10,0,0,
11 Dec 1350.00 (SPXPM1130L1350-E),54.00,0.0,55.30,58.90,0,314,11 Dec 1350.00 (SPXPM1130X1350-E),0.0,0.0,133.10,137.00,0,0,
11 Dec 1400.00 (SPXPM1130L1400-E),37.30,0.0,36.00,39.70,0,8,11 Dec 1400.00 (SPXPM1130X1400-E),0.0,0.0,163.70,167.50,0,0,
11 Dec 1450.00 (SPXPM1130L1450-E),0.0,0.0,21.50,25.40,0,0,11 Dec 1450.00 (SPXPM1130X1450-E),0.0,0.0,199.00,202.80,0,0,
11 Dec 1500.00 (SPXPM1130L1500-E),14.00,0.0,12.00,14.90,0,654,11 Dec 1500.00 (SPXPM1130X1500-E),0.0,0.0,238.70,242.50,0,0,
11 Dec 1550.00 (SPXPM1130L1550-E),7.40,0.0,6.30,8.20,0,13,11 Dec 1550.00 (SPXPM1130X1550-E),0.0,0.0,282.00,285.80,0,0,
11 Dec 1600.00 (SPXPM1130L1600-E),0.0,0.0,2.95,4.50,0,0,11 Dec 1600.00 (SPXPM1130X1600-E),0.0,0.0,328.60,332.30,0,0,
11 Dec 1650.00 (SPXPM1130L1650-E),1.90,0.0,1.35,2.30,0,10,11 Dec 1650.00 (SPXPM1130X1650-E),0.0,0.0,376.20,380.00,0,0,
11 Dec 1700.00 (SPXPM1130L1700-E),0.0,0.0,0.40,1.35,0,0,11 Dec 1700.00 (SPXPM1130X1700-E),0.0,0.0,425.20,429.00,0,0,
11 Dec 1750.00 (SPXPM1130L1750-E),0.0,0.0,0.0,1.00,0,0,11 Dec 1750.00 (SPXPM1130X1750-E),0.0,0.0,474.30,478.20,0,0,
11 Dec 1800.00 (SPXPM1130L1800-E),0.0,0.0,0.0,1.00,0,0,11 Dec 1800.00 (SPXPM1130X1800-E),0.0,0.0,523.90,527.80,0,0,
11 Dec 1900.00 (SPXPM1130L1900-E),0.0,0.0,0.0,1.00,0,0,11 Dec 1900.00 (SPXPM1130X1900-E),0.0,0.0,623.30,627.20,0,0,
11 Dec 2000.00 (SPXPM1130L2000-E),0.0,0.0,0.0,1.00,0,0,11 Dec 2000.00 (SPXPM1130X2000-E),0.0,0.0,722.80,726.70,0,0,
12 Jun 100.00 (SPX1216F100-E),1144.80,0.0,1151.00,1158.50,0,1,12 Jun 100.00 (SPX1216R100-E),0.50,0.0,0.20,0.40,0,113,
12 Jun 200.00 (SPX1216F200-E),0.0,0.0,1051.80,1059.60,0,0,12 Jun 200.00 (SPX1216R200-E),0.50,0.0,0.15,2.00,0,4765,
12 Jun 300.00 (SPX1216F300-E),0.0,0.0,953.50,961.00,0,0,12 Jun 300.00 (SPX1216R300-E),1.00,0.0,0.05,2.00,0,407,
12 Jun 400.00 (SPX1216F400-E),0.0,0.0,855.30,862.80,0,0,12 Jun 400.00 (SPX1216R400-E),2.75,0.0,0.95,2.80,0,95,
12 Jun 450.00 (SPX1216F450-E),0.0,0.0,806.20,814.10,0,0,12 Jun 450.00 (SPX1216R450-E),3.30,0.0,1.60,3.50,0,117,
12 Jun 500.00 (SPX1216F500-E),0.0,0.0,757.50,765.30,0,0,12 Jun 500.00 (SPX1216R500-E),6.00,0.0,2.05,5.20,0,815,
12 Jun 550.00 (SPX1216F550-E),0.0,0.0,709.10,716.90,0,0,12 Jun 550.00 (SPX1216R550-E),6.30,0.0,3.20,6.30,0,75,
12 Jun 600.00 (SPX1216F600-E),0.0,0.0,661.40,669.30,0,0,12 Jun 600.00 (SPX1216R600-E),6.00,-2.70,5.00,8.10,5600,1029,
12 Jun 650.00 (SPX1216F650-E),0.0,0.0,614.00,621.80,0,0,12 Jun 650.00 (SPX1216R650-E),10.00,0.0,6.90,10.70,0,1283,
12 Jun 700.00 (SPX1216F700-E),492.00,0.0,567.50,575.00,0,380,12 Jun 700.00 (SPX1216R700-E),12.40,0.0,9.80,13.50,0,1,
12 Jun 725.00 (SPX1216F725-E),0.0,0.0,544.30,551.80,0,0,12 Jun 725.00 (SPX1216R725-E),0.0,0.0,10.30,16.40,0,0,
12 Jun 750.00 (SPX1216F750-E),0.0,0.0,521.10,529.00,0,0,12 Jun 750.00 (SPX1216R750-E),60.00,0.0,12.00,18.30,0,1220,
12 Jun 775.00 (SPX1216F775-E),0.0,0.0,498.20,506.00,0,0,12 Jun 775.00 (SPX1216R775-E),0.0,0.0,13.90,20.20,0,0,
12 Jun 800.00 (SPX1216F800-E),386.00,0.0,475.80,483.40,0,1500,12 Jun 800.00 (SPX1216R800-E),17.70,-6.80,16.30,22.30,2800,6550,
12 Jun 825.00 (SPX1216F825-E),0.0,0.0,453.40,461.00,0,0,12 Jun 825.00 (SPX1216R825-E),92.50,0.0,18.50,24.80,0,20,
12 Jun 850.00 (SPX1216F850-E),0.0,0.0,431.20,438.80,0,0,12 Jun 850.00 (SPX1216R850-E),25.00,0.0,20.50,28.10,0,616,
12 Jun 875.00 (SPX1216F875-E),0.0,0.0,409.20,416.80,0,0,12 Jun 875.00 (SPX1216R875-E),33.00,0.0,23.30,30.90,0,488,
12 Jun 900.00 (SPX1216F900-E),0.0,0.0,387.50,395.10,0,0,12 Jun 900.00 (SPX1216R900-E),30.40,0.0,26.20,33.90,0,4605,
12 Jun 925.00 (SPX1216F925-E),0.0,0.0,366.10,373.70,0,0,12 Jun 925.00 (SPX1216R925-E),35.10,0.0,29.60,37.30,0,114,
12 Jun 950.00 (SPX1216F950-E),191.50,0.0,344.90,352.50,0,100,12 Jun 950.00 (SPX1216R950-E),46.00,0.0,33.20,40.90,0,656,
12 Jun 975.00 (SPX1216F975-E),0.0,0.0,324.10,331.70,0,0,12 Jun 975.00 (SPX1216R975-E),43.10,0.0,37.40,45.00,0,116,
12 Jun 1000.00 (SPX1216F1000-E),0.0,0.0,303.60,311.20,0,0,12 Jun 1000.00 (SPX1216R1000-E),48.15,0.0,41.70,49.30,0,4467,
12 Jun 1025.00 (SPX1216F1025-E),0.0,0.0,283.50,291.10,0,0,12 Jun 1025.00 (SPX1216R1025-E),59.10,0.0,46.40,54.00,0,155,
12 Jun 1050.00 (SPX1216F1050-E),179.50,0.0,263.80,271.40,0,2550,12 Jun 1050.00 (SPX1216R1050-E),70.00,0.0,51.60,59.20,0,8657,
12 Jun 1075.00 (SPX1216F1075-E),165.00,0.0,244.50,252.10,0,2550,12 Jun 1075.00 (SPX1216R1075-E),63.70,-7.80,57.00,64.60,15,1338,
12 Jun 1100.00 (SPX1216F1100-E),179.50,0.0,225.70,233.40,0,1270,12 Jun 1100.00 (SPX1216R1100-E),68.50,0.0,62.90,70.60,0,10036,
12 Jun 1125.00 (SPX1216F1125-E),205.50,0.0,207.40,215.10,0,716,12 Jun 1125.00 (SPX1216R1125-E),82.00,0.0,69.50,77.10,0,680,
12 Jun 1150.00 (SPX1216F1150-E),175.00,0.0,189.70,197.30,0,1375,12 Jun 1150.00 (SPX1216R1150-E),83.00,-6.60,76.60,84.20,300,2476,
12 Jun 1175.00 (SPX1216F1175-E),175.05,0.0,172.50,180.20,0,617,12 Jun 1175.00 (SPX1216R1175-E),97.70,0.0,84.20,91.80,0,3353,
12 Jun 1200.00 (SPX1216F1200-E),145.45,0.0,156.00,163.60,0,2901,12 Jun 1200.00 (SPX1216R1200-E),106.60,0.0,92.50,100.20,0,2675,
12 Jun 1225.00 (SPX1216F1225-E),129.70,0.0,140.10,147.70,0,145,12 Jun 1225.00 (SPX1216R1225-E),126.00,0.0,101.60,109.20,0,2117,
12 Jun 1250.00 (SPX1216F1250-E),128.45,0.0,125.20,132.90,0,1503,12 Jun 1250.00 (SPX1216R1250-E),115.50,0.0,111.40,118.90,0,1505,
12 Jun 1275.00 (SPX1216F1275-E),110.70,0.0,110.70,118.20,0,1410,12 Jun 1275.00 (SPX1216R1275-E),134.00,0.0,121.80,129.50,0,1402,
12 Jun 1300.00 (SPX1216F1300-E),95.00,0.0,97.20,104.80,0,10542,12 Jun 1300.00 (SPX1216R1300-E),147.00,0.0,133.30,140.80,0,3030,
12 Jun 1325.00 (SPX1216F1325-E),45.00,0.0,84.70,92.30,0,45,12 Jun 1325.00 (SPX1216R1325-E),0.0,0.0,145.10,152.80,0,0,
12 Jun 1350.00 (SPX1216F1350-E),61.50,0.0,73.10,80.80,0,2010,12 Jun 1350.00 (SPX1216R1350-E),0.0,0.0,158.30,165.90,0,0,
12 Jun 1375.00 (SPX1216F1375-E),67.00,0.0,62.30,69.90,0,250,12 Jun 1375.00 (SPX1216R1375-E),0.0,0.0,172.30,180.00,0,0,
12 Jun 1400.00 (SPX1216F1400-E),55.50,0.0,52.70,60.40,0,2133,12 Jun 1400.00 (SPX1216R1400-E),0.0,0.0,187.30,195.00,0,0,
12 Jun 1425.00 (SPX1216F1425-E),36.25,0.0,43.90,51.60,0,70,12 Jun 1425.00 (SPX1216R1425-E),0.0,0.0,203.30,211.00,0,0,
12 Jun 1450.00 (SPX1216F1450-E),40.15,0.0,35.80,43.70,0,1152,12 Jun 1450.00 (SPX1216R1450-E),0.0,0.0,220.20,227.90,0,0,
12 Jun 1475.00 (SPX1216F1475-E),31.80,+9.60,28.90,36.80,15,1015,12 Jun 1475.00 (SPX1216R1475-E),0.0,0.0,238.10,245.70,0,0,
12 Jun 1500.00 (SPX1216F1500-E),27.50,0.0,22.80,30.70,0,8382,12 Jun 1500.00 (SPX1216R1500-E),0.0,0.0,256.80,264.40,0,0,
12 Jun 1550.00 (SPX1216F1550-E),18.00,0.0,14.10,20.40,0,17,12 Jun 1550.00 (SPX1216R1550-E),0.0,0.0,296.80,304.40,0,0,
12 Jun 1600.00 (SPX1216F1600-E),11.00,0.0,9.00,12.90,0,3310,12 Jun 1600.00 (SPX1216R1600-E),0.0,0.0,340.10,347.90,0,0,
12 Jun 1700.00 (SPX1216F1700-E),4.00,0.0,2.65,5.80,0,1803,12 Jun 1700.00 (SPX1216R1700-E),0.0,0.0,432.60,440.10,0,0,
12 Jun 1800.00 (SPX1216F1800-E),1.40,0.0,0.75,2.70,0,302,12 Jun 1800.00 (SPX1216R1800-E),732.70,0.0,529.20,536.70,0,3,
12 Jun 1900.00 (SPX1216F1900-E),0.50,0.0,0.05,2.00,0,354,12 Jun 1900.00 (SPX1216R1900-E),0.0,0.0,627.50,635.30,0,0,
12 Jun 2000.00 (SPX1216F2000-E),0.25,0.0,0.05,2.00,0,50,12 Jun 2000.00 (SPX1216R2000-E),0.0,0.0,726.40,734.10,0,0,
12 Jun 2250.00 (SPX1216F2250-E),0.0,0.0,0.0,2.00,0,0,12 Jun 2250.00 (SPX1216R2250-E),1029.50,0.0,973.70,981.60,0,16,
12 Jun 2500.00 (SPX1216F2500-E),0.35,0.0,0.0,0.75,0,0,12 Jun 2500.00 (SPX1216R2500-E),1235.90,0.0,1221.60,1229.50,0,238,
12 Jun 3000.00 (SPX1216F3000-E),0.0,0.0,0.0,0.75,0,0,12 Jun 3000.00 (SPX1216R3000-E),1729.45,0.0,1717.70,1725.20,0,1,
12 Dec 100.00 (SPX1222L100-E),1089.00,0.0,1138.00,1145.90,0,107,12 Dec 100.00 (SPX1222X100-E),0.40,0.0,0.30,0.70,170,7065,
12 Dec 200.00 (SPX1222L200-E),932.00,0.0,1040.20,1048.00,0,24,12 Dec 200.00 (SPX1222X200-E),0.75,0.0,0.75,1.80,0,12608,
12 Dec 250.00 (SPX1222L250-E),0.0,0.0,991.70,999.20,0,0,12 Dec 250.00 (SPX1222X250-E),1.90,+0.75,1.10,1.90,1,5663,
12 Dec 300.00 (SPX1222L300-E),918.00,0.0,942.80,950.60,0,23,12 Dec 300.00 (SPX1222X300-E),1.90,0.0,0.90,2.80,0,2924,
12 Dec 350.00 (SPX1222L350-E),871.00,0.0,894.60,902.10,0,2,12 Dec 350.00 (SPX1222X350-E),3.60,0.0,1.70,3.60,0,3905,
12 Dec 400.00 (SPX1222L400-E),687.00,0.0,846.40,854.00,0,1,12 Dec 400.00 (SPX1222X400-E),4.00,0.0,2.20,5.30,0,22104,
12 Dec 450.00 (SPX1222L450-E),660.70,0.0,798.40,805.90,0,10,12 Dec 450.00 (SPX1222X450-E),7.30,0.0,3.50,6.60,0,2990,
12 Dec 500.00 (SPX1222L500-E),720.25,0.0,751.10,758.70,0,4110,12 Dec 500.00 (SPX1222X500-E),7.20,0.0,5.00,9.00,0,21637,
12 Dec 550.00 (SPX1222L550-E),0.0,0.0,704.30,711.90,0,0,12 Dec 550.00 (SPX1222X550-E),10.00,0.0,7.60,11.50,0,12780,
12 Dec 600.00 (SPX1222L600-E),560.00,0.0,658.00,665.60,0,20,12 Dec 600.00 (SPX1222X600-E),12.50,-0.60,10.00,14.50,2000,80089,
12 Dec 650.00 (SPX1222L650-E),509.25,0.0,612.30,619.90,0,5,12 Dec 650.00 (SPX1222X650-E),16.00,0.0,12.90,19.20,1,3062,
12 Dec 675.00 (SPX1222L675-E),0.0,0.0,589.70,597.30,0,0,12 Dec 675.00 (SPX1222X675-E),31.00,0.0,14.80,21.10,0,154,
12 Dec 700.00 (SPX1222L700-E),523.50,0.0,567.00,574.80,0,4555,12 Dec 700.00 (SPX1222X700-E),20.90,0.0,17.00,23.30,0,19946,
12 Dec 750.00 (SPX1222L750-E),0.0,0.0,522.70,530.60,0,0,12 Dec 750.00 (SPX1222X750-E),26.00,0.0,21.10,29.00,0,12191,
12 Dec 800.00 (SPX1222L800-E),448.95,0.0,479.10,486.80,0,2611,12 Dec 800.00 (SPX1222X800-E),31.60,0.0,30.00,34.60,0,21246,
12 Dec 825.00 (SPX1222L825-E),334.00,0.0,457.90,465.50,0,600,12 Dec 825.00 (SPX1222X825-E),47.10,0.0,30.10,37.80,0,594,
12 Dec 850.00 (SPX1222L850-E),0.0,0.0,436.70,444.30,0,0,12 Dec 850.00 (SPX1222X850-E),37.00,0.0,36.00,41.30,0,68694,
12 Dec 875.00 (SPX1222L875-E),0.0,0.0,415.70,423.30,0,0,12 Dec 875.00 (SPX1222X875-E),41.10,0.0,37.30,45.00,0,914,
12 Dec 900.00 (SPX1222L900-E),375.80,0.0,395.00,402.60,0,3709,12 Dec 900.00 (SPX1222X900-E),45.50,-2.00,41.20,48.90,3,51035,
12 Dec 925.00 (SPX1222L925-E),289.05,0.0,374.60,382.20,0,2,12 Dec 925.00 (SPX1222X925-E),55.70,0.0,45.50,53.10,0,1905,
12 Dec 950.00 (SPX1222L950-E),349.70,0.0,354.40,362.00,0,4736,12 Dec 950.00 (SPX1222X950-E),52.00,0.0,50.00,57.60,0,11815,
12 Dec 975.00 (SPX1222L975-E),328.45,0.0,334.40,342.30,0,7,12 Dec 975.00 (SPX1222X975-E),61.20,0.0,54.80,62.40,0,452,
12 Dec 1000.00 (SPX1222L1000-E),306.60,0.0,314.90,322.80,0,12582,12 Dec 1000.00 (SPX1222X1000-E),64.80,0.0,61.20,67.40,0,26099,
12 Dec 1025.00 (SPX1222L1025-E),247.40,0.0,295.80,303.70,0,3401,12 Dec 1025.00 (SPX1222X1025-E),104.00,0.0,65.20,72.90,0,2704,
12 Dec 1050.00 (SPX1222L1050-E),282.50,0.0,277.20,284.80,0,15099,12 Dec 1050.00 (SPX1222X1050-E),85.85,0.0,74.00,78.70,0,18082,
12 Dec 1075.00 (SPX1222L1075-E),233.95,0.0,258.90,266.50,0,4028,12 Dec 1075.00 (SPX1222X1075-E),90.80,0.0,77.60,85.20,0,5952,
12 Dec 1100.00 (SPX1222L1100-E),240.40,0.0,240.90,248.60,0,38830,12 Dec 1100.00 (SPX1222X1100-E),93.00,0.0,83.90,91.00,0,49899,
12 Dec 1125.00 (SPX1222L1125-E),207.90,0.0,223.50,231.20,0,7629,12 Dec 1125.00 (SPX1222X1125-E),110.40,0.0,91.50,99.10,0,7853,
12 Dec 1150.00 (SPX1222L1150-E),210.40,0.0,206.60,214.30,0,23414,12 Dec 1150.00 (SPX1222X1150-E),104.00,0.0,99.20,106.80,0,31633,
12 Dec 1175.00 (SPX1222L1175-E),192.25,0.0,190.20,197.90,0,8480,12 Dec 1175.00 (SPX1222X1175-E),167.70,0.0,107.30,115.00,0,8506,
12 Dec 1200.00 (SPX1222L1200-E),168.75,0.0,174.30,182.00,0,25727,12 Dec 1200.00 (SPX1222X1200-E),120.20,0.0,116.10,123.80,0,63234,
12 Dec 1220.00 (SPX1222L1220-E),121.00,0.0,162.10,169.70,0,1170,12 Dec 1220.00 (SPX1222X1220-E),187.20,0.0,123.70,131.30,0,1277,
12 Dec 1225.00 (SPX1222L1225-E),147.70,0.0,159.10,166.70,0,3900,12 Dec 1225.00 (SPX1222X1225-E),153.00,0.0,125.60,133.20,0,2756,
12 Dec 1250.00 (SPX1222L1250-E),147.00,0.0,144.50,152.10,0,28476,12 Dec 1250.00 (SPX1222X1250-E),143.00,0.0,135.70,143.30,0,7960,
12 Dec 1275.00 (SPX1222L1275-E),129.00,0.0,130.30,137.90,0,1900,12 Dec 1275.00 (SPX1222X1275-E),158.00,0.0,146.20,153.80,0,3975,
12 Dec 1300.00 (SPX1222L1300-E),122.00,0.0,117.00,124.60,0,26659,12 Dec 1300.00 (SPX1222X1300-E),162.00,0.0,157.70,165.30,0,6837,
12 Dec 1350.00 (SPX1222L1350-E),96.20,0.0,92.70,100.40,0,12501,12 Dec 1350.00 (SPX1222X1350-E),200.00,0.0,182.30,190.00,0,1280,
12 Dec 1400.00 (SPX1222L1400-E),75.30,0.0,73.40,79.40,0,38909,12 Dec 1400.00 (SPX1222X1400-E),255.75,0.0,210.20,217.90,0,8402,
12 Dec 1450.00 (SPX1222L1450-E),55.60,0.0,53.40,61.10,0,11362,12 Dec 1450.00 (SPX1222X1450-E),438.00,0.0,241.30,249.00,0,701,
12 Dec 1500.00 (SPX1222L1500-E),40.00,0.0,38.30,46.00,0,43560,12 Dec 1500.00 (SPX1222X1500-E),380.00,0.0,275.50,283.10,0,4110,
12 Dec 1550.00 (SPX1222L1550-E),29.80,0.0,26.10,34.00,0,6197,12 Dec 1550.00 (SPX1222X1550-E),417.50,0.0,312.70,320.30,0,10,
12 Dec 1600.00 (SPX1222L1600-E),19.30,-0.70,17.50,23.80,1000,79326,12 Dec 1600.00 (SPX1222X1600-E),480.20,0.0,352.60,360.20,0,25,
12 Dec 1700.00 (SPX1222L1700-E),7.55,0.0,9.00,11.50,0,8389,12 Dec 1700.00 (SPX1222X1700-E),457.00,0.0,439.80,447.70,0,73,
12 Dec 1800.00 (SPX1222L1800-E),4.40,0.0,4.30,4.80,250,40384,12 Dec 1800.00 (SPX1222X1800-E),579.90,0.0,533.10,540.90,0,68,
12 Dec 1900.00 (SPX1222L1900-E),2.20,+0.15,2.20,2.30,200,9538,12 Dec 1900.00 (SPX1222X1900-E),696.20,0.0,629.10,637.00,0,161,
12 Dec 2000.00 (SPX1222L2000-E),1.20,0.0,1.00,1.45,0,50924,12 Dec 2000.00 (SPX1222X2000-E),744.55,0.0,726.90,734.40,0,342,
12 Dec 2250.00 (SPX1222L2250-E),0.55,0.0,0.05,0.85,0,225,12 Dec 2250.00 (SPX1222X2250-E),989.00,0.0,972.60,980.10,0,172,
12 Dec 2500.00 (SPX1222L2500-E),0.35,0.0,0.20,0.40,0,653,12 Dec 2500.00 (SPX1222X2500-E),1238.20,0.0,1218.40,1225.90,0,756,
12 Dec 3000.00 (SPX1222L3000-E),0.0,0.0,0.0,2.00,0,0,12 Dec 3000.00 (SPX1222X3000-E),1714.25,0.0,1711.00,1718.70,0,1,
13 Dec 100.00 (SPX1321L100-E),1109.50,0.0,1110.40,1118.20,0,1652,13 Dec 100.00 (SPX1321X100-E),0.0,0.0,0.35,2.00,0,0,
13 Dec 200.00 (SPX1321L200-E),1004.00,0.0,1015.30,1023.10,0,1000,13 Dec 200.00 (SPX1321X200-E),2.15,0.0,1.20,3.10,0,57,
13 Dec 250.00 (SPX1321L250-E),0.0,0.0,968.30,975.80,0,0,13 Dec 250.00 (SPX1321X250-E),2.70,0.0,2.00,5.20,0,440,
13 Dec 300.00 (SPX1321L300-E),0.0,0.0,921.20,928.80,0,0,13 Dec 300.00 (SPX1321X300-E),4.00,0.0,2.80,5.90,0,1463,
13 Dec 350.00 (SPX1321L350-E),0.0,0.0,874.80,882.70,0,0,13 Dec 350.00 (SPX1321X350-E),0.0,0.0,4.70,7.80,0,0,
13 Dec 400.00 (SPX1321L400-E),0.0,0.0,829.10,837.00,0,0,13 Dec 400.00 (SPX1321X400-E),10.00,0.0,6.70,10.60,0,20,
13 Dec 450.00 (SPX1321L450-E),0.0,0.0,784.00,791.60,0,0,13 Dec 450.00 (SPX1321X450-E),0.0,0.0,9.60,13.50,0,0,
13 Dec 500.00 (SPX1321L500-E),0.0,0.0,739.10,747.00,0,0,13 Dec 500.00 (SPX1321X500-E),17.00,0.0,12.00,17.90,0,85,
13 Dec 550.00 (SPX1321L550-E),0.0,0.0,694.90,702.70,0,0,13 Dec 550.00 (SPX1321X550-E),21.50,0.0,16.10,22.40,0,26,
13 Dec 600.00 (SPX1321L600-E),0.0,0.0,651.70,659.20,0,0,13 Dec 600.00 (SPX1321X600-E),26.50,0.0,20.20,28.10,0,125,
13 Dec 650.00 (SPX1321L650-E),0.0,0.0,608.60,616.40,0,0,13 Dec 650.00 (SPX1321X650-E),0.0,0.0,25.40,33.30,0,0,
13 Dec 700.00 (SPX1321L700-E),0.0,0.0,566.60,574.50,0,0,13 Dec 700.00 (SPX1321X700-E),38.00,0.0,31.60,39.50,0,4,
13 Dec 750.00 (SPX1321L750-E),0.0,0.0,525.30,533.20,0,0,13 Dec 750.00 (SPX1321X750-E),42.40,0.0,38.50,46.40,0,1,
13 Dec 800.00 (SPX1321L800-E),467.85,0.0,485.10,493.00,0,1,13 Dec 800.00 (SPX1321X800-E),50.45,0.0,46.20,53.90,0,202,
13 Dec 850.00 (SPX1321L850-E),0.0,0.0,445.40,453.30,0,0,13 Dec 850.00 (SPX1321X850-E),60.00,0.0,54.80,62.70,0,5,
13 Dec 900.00 (SPX1321L900-E),391.20,0.0,407.10,415.00,0,11,13 Dec 900.00 (SPX1321X900-E),73.50,0.0,64.70,72.60,0,3,
13 Dec 925.00 (SPX1321L925-E),0.0,0.0,388.10,396.00,0,0,13 Dec 925.00 (SPX1321X925-E),0.0,0.0,70.00,77.90,0,0,
13 Dec 950.00 (SPX1321L950-E),0.0,0.0,369.60,377.50,0,0,13 Dec 950.00 (SPX1321X950-E),87.30,0.0,75.50,83.20,0,1,
13 Dec 975.00 (SPX1321L975-E),0.0,0.0,351.30,359.20,0,0,13 Dec 975.00 (SPX1321X975-E),89.00,0.0,81.30,89.00,0,1,
13 Dec 1000.00 (SPX1321L1000-E),337.00,0.0,333.40,341.30,0,10,13 Dec 1000.00 (SPX1321X1000-E),95.00,0.0,87.50,95.20,0,420,
13 Dec 1025.00 (SPX1321L1025-E),0.0,0.0,315.80,323.70,0,0,13 Dec 1025.00 (SPX1321X1025-E),0.0,0.0,94.10,101.80,0,0,
13 Dec 1050.00 (SPX1321L1050-E),294.35,0.0,298.60,306.50,0,8,13 Dec 1050.00 (SPX1321X1050-E),117.35,0.0,101.00,108.70,0,303,
13 Dec 1075.00 (SPX1321L1075-E),0.0,0.0,281.80,289.70,0,0,13 Dec 1075.00 (SPX1321X1075-E),0.0,0.0,108.20,115.90,0,0,
13 Dec 1100.00 (SPX1321L1100-E),0.0,0.0,265.30,273.20,0,0,13 Dec 1100.00 (SPX1321X1100-E),132.50,0.0,115.90,123.60,0,1004,
13 Dec 1125.00 (SPX1321L1125-E),0.0,0.0,249.20,257.10,0,0,13 Dec 1125.00 (SPX1321X1125-E),0.0,0.0,123.90,131.60,0,0,
13 Dec 1150.00 (SPX1321L1150-E),0.0,0.0,233.60,241.50,0,100,13 Dec 1150.00 (SPX1321X1150-E),0.0,0.0,132.50,140.10,0,100,
13 Dec 1175.00 (SPX1321L1175-E),0.0,0.0,218.40,226.30,0,0,13 Dec 1175.00 (SPX1321X1175-E),0.0,0.0,141.30,149.00,0,0,
13 Dec 1200.00 (SPX1321L1200-E),205.30,0.0,203.70,211.60,0,350,13 Dec 1200.00 (SPX1321X1200-E),164.00,0.0,150.70,158.40,0,200,
13 Dec 1225.00 (SPX1321L1225-E),0.0,0.0,189.50,197.40,0,0,13 Dec 1225.00 (SPX1321X1225-E),0.0,0.0,160.60,168.30,0,0,
13 Dec 1250.00 (SPX1321L1250-E),175.00,0.0,175.90,183.80,0,1050,13 Dec 1250.00 (SPX1321X1250-E),177.00,0.0,171.00,178.60,0,1205,
13 Dec 1275.00 (SPX1321L1275-E),166.00,0.0,162.50,170.40,0,125,13 Dec 1275.00 (SPX1321X1275-E),195.00,0.0,181.60,189.50,0,250,
13 Dec 1300.00 (SPX1321L1300-E),0.0,0.0,149.70,157.60,0,0,13 Dec 1300.00 (SPX1321X1300-E),207.00,0.0,193.40,200.90,0,4,
13 Dec 1325.00 (SPX1321L1325-E),0.0,0.0,137.50,145.40,0,0,13 Dec 1325.00 (SPX1321X1325-E),212.70,0.0,205.10,212.70,0,1,
13 Dec 1350.00 (SPX1321L1350-E),0.0,0.0,125.90,133.60,0,0,13 Dec 1350.00 (SPX1321X1350-E),0.0,0.0,217.50,225.20,0,0,
13 Dec 1375.00 (SPX1321L1375-E),118.00,0.0,114.90,122.60,0,140,13 Dec 1375.00 (SPX1321X1375-E),237.00,0.0,230.50,238.10,0,100,
13 Dec 1400.00 (SPX1321L1400-E),106.00,0.0,104.40,112.10,0,200,13 Dec 1400.00 (SPX1321X1400-E),0.0,0.0,244.00,251.90,0,0,
13 Dec 1425.00 (SPX1321L1425-E),0.0,0.0,94.50,102.20,0,0,13 Dec 1425.00 (SPX1321X1425-E),0.0,0.0,258.00,265.90,0,0,
