PBid,PAsk,Type,Strike,dtExpiry,dtTrade,Spot,IVBid,IVAsk,IVMid,QuickDelta,iRate,iDiv,ATMVol,Fwd,TTM,CP
57.1,64.8,P,1175.0,2011-11-17,2011-01-24,1290.59,0.22427906886668525,0.2432637184396223,0.23377139365315378,0.6681867402022637,0.00516168954994228,0.022398388719938774,0.20342384187019824,1272.6152049071952,0.8136986301369863,-1
58.5,66.2,P,1180.0,2011-11-17,2011-01-24,1290.59,0.22296311852771594,0.24177507054275257,0.23236909453523424,0.659746369247991,0.00516168954994228,0.022398388719938774,0.20342384187019824,1272.6152049071952,0.8136986301369863,-1
64.5,72.2,P,1200.0,2011-11-17,2011-01-24,1290.59,0.21793685341863317,0.23614985460959256,0.22704335401411285,0.625583522858661,0.00516168954994228,0.022398388719938774,0.20342384187019824,1272.6152049071952,0.8136986301369863,-1
72.7,80.4,P,1225.0,2011-11-17,2011-01-24,1290.59,0.21156051951020394,0.2291718593376719,0.22036618942393793,0.5823118346947654,0.00516168954994228,0.022398388719938774,0.20342384187019824,1272.6152049071952,0.8136986301369863,-1
81.9,89.5,P,1250.0,2011-11-17,2011-01-24,1290.59,0.2054494591533698,0.22240667097172834,0.21392806506254908,0.5389203644667868,0.00516168954994228,0.022398388719938774,0.20342384187019824,1272.6152049071952,0.8136986301369863,-1
110.7,118.2,C,1275.0,2012-05-16,2011-01-24,1290.59,0.2022719286960456,0.2022719286960456,0.2022719286960456,0.48571321677649165,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
97.2,104.8,C,1300.0,2012-05-16,2011-01-24,1290.59,0.1969985196812022,0.1969985196812022,0.1969985196812022,0.45332512407827796,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
84.7,92.3,C,1325.0,2012-05-16,2011-01-24,1290.59,0.19203046292443793,0.19203046292443793,0.19203046292443793,0.4218516452158973,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
73.1,80.8,C,1350.0,2012-05-16,2011-01-24,1290.59,0.18713647641120382,0.18713647641120382,0.18713647641120382,0.3914432662714837,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
62.3,69.9,C,1375.0,2012-05-16,2011-01-24,1290.59,0.18208653138150344,0.18208653138150344,0.18208653138150344,0.36222367065903616,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
52.7,60.4,C,1400.0,2012-05-16,2011-01-24,1290.59,0.17757821242447946,0.17757821242447946,0.17757821242447946,0.33429043790169044,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
43.9,51.6,C,1425.0,2012-05-16,2011-01-24,1290.59,0.17285969469078977,0.17285969469078977,0.17285969469078977,0.3077163061235908,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
35.8,43.7,C,1450.0,2012-05-16,2011-01-24,1290.59,0.16767555534752268,0.16767555534752268,0.16767555534752268,0.28255086522836814,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
28.9,36.8,C,1475.0,2012-05-16,2011-01-24,1290.59,0.1630655099840049,0.1630655099840049,0.1630655099840049,0.25882255675507454,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
22.8,30.7,C,1500.0,2012-05-16,2011-01-24,1290.59,0.15821792781426644,0.15821792781426644,0.15821792781426644,0.23654086890321385,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,1
51.6,59.2,P,1050.0,2012-05-16,2011-01-24,1290.59,0.25238426588662416,0.2702577987774955,0.26132103233205983,0.7818719734701545,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
57.0,64.6,P,1075.0,2012-05-16,2011-01-24,1290.59,0.24648320338511306,0.26346484100628736,0.2549740221957002,0.751696099382917,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
62.9,70.6,P,1100.0,2012-05-16,2011-01-24,1290.59,0.2406774728375407,0.2570957409829324,0.24888660691023656,0.7201918956698197,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
69.5,77.1,P,1125.0,2012-05-16,2011-01-24,1290.59,0.2352956639800186,0.25081924010664874,0.24305745204333368,0.6876335091512359,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
76.6,84.2,P,1150.0,2012-05-16,2011-01-24,1290.59,0.22982837968553957,0.2447650672371383,0.23729672346133895,0.6543041912772792,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
84.2,91.8,P,1175.0,2012-05-16,2011-01-24,1290.59,0.2242139153163909,0.23865019653949562,0.23143205592794325,0.6204883323527767,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
92.5,100.2,P,1200.0,2012-05-16,2011-01-24,1290.59,0.21875382448002187,0.2329704700148089,0.22586214724741538,0.5864642790134518,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
101.6,109.2,P,1225.0,2012-05-16,2011-01-24,1290.59,0.21355046584815346,0.22726396417909409,0.22040721501362376,0.552498131556059,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
